チーム,選手名
中日,石垣雅海
中日,祖父江大輔
中日,福敬登
中日,木下拓哉
中日,岡野祐一郎
中日,濱将乃介
中日,松葉貴大
中日,宇佐見真吾
中日,森山暁生
中日,勝野昌慶
中日,ブライト健太
中日,味谷大誠
中日,川越誠司
中日,龍空
中日,鈴木博志
中日,砂田毅樹
中日,溝脇隼人
中日,伊藤康祐
中日,清水達也
中日,加藤翔平
中日,後藤駿太
中日,藤嶋健人
中日,福田永将
中日,星野真生
中日,山浅龍之介
中日,石橋康太
中日,齋藤綱記
中日,岡林勇希
中日,堂上直倫
中日,福島章太
中日,ビシエド
中日,上田洸太朗
中日,福永裕基
中日,加藤匠馬
中日,近藤廉
中日,松山晋也
中日,メヒア
中日,マルティネス
中日,フェリス
中日,アルモンテ
中日,樋口正修
中日,カリステ
中日,竹内龍臣
中日,アルバレス
中日,岩嵜翔
中日,加藤翼
中日,垣越建伸
中日,松木平優太
中日,松田亘哲
中日,石川翔
中日,レビーラ
中日,ガルシア
中日,野中天翔
DeNA,林琢真
DeNA,大田泰示
DeNA,桑原将志
DeNA,牧秀悟
DeNA,オースティン
DeNA,松尾汐恩
DeNA,森敬斗
DeNA,佐野恵太
DeNA,神里和毅
DeNA,大和
DeNA,戸柱恭孝
DeNA,東克樹
DeNA,伊勢大夢
DeNA,石田健大
DeNA,徳山壮磨
DeNA,大貫晋一
DeNA,三嶋一輝
DeNA,小園健太
DeNA,山﨑康晃
DeNA,坂本裕哉
DeNA,今永昇太
DeNA,入江大生
DeNA,藤田一也
DeNA,吉野光樹
DeNA,濵口遥大
DeNA,上茶谷大河
DeNA,勝又温史
DeNA,伊藤光
DeNA,三浦銀二
DeNA,柴田竜拓
DeNA,益子京右
DeNA,粟飯原龍之介
DeNA,平田真吾
DeNA,橋本達弥
DeNA,森下瑠大
DeNA,楠本泰史
DeNA,田中俊太
DeNA,西浦直亨
DeNA,松本隆之介
DeNA,櫻井周斗
DeNA,アンバギー
DeNA,深沢鳳介
DeNA,小深田大地
DeNA,ガゼルマン
DeNA,田中健二朗
DeNA,笠原祥太郎
DeNA,京山将弥
DeNA,ウェンデルケン
DeNA,山本祐大
DeNA,宮﨑敏郎
DeNA,池谷蒼大
DeNA,髙田琢登
DeNA,東妻純平
DeNA,梶原昂希
DeNA,平良拳太郎
DeNA,知野直人
DeNA,蝦名達夫
DeNA,エスコバー
DeNA,関根大気
DeNA,中川虎大
DeNA,宮國椋丞
DeNA,上甲凌大
DeNA,西巻賢二
DeNA,森原康平
DeNA,宮城滝太
DeNA,石川達也
DeNA,バウアー
DeNA,京田陽太
DeNA,ソト
DeNA,草野陽斗
DeNA,加藤大
DeNA,村川凪
DeNA,東出直也
DeNA,大橋武尊
DeNA,渡辺明貴
DeNA,マルセリーノ
DeNA,今野瑠斗
DeNA,ディアス
DeNA,スターリン
広島,上本崇司
広島,曽根海成
広島,田中広輔
広島,西川龍馬
広島,堂林翔太
広島,秋山翔吾
広島,マクブルーム
広島,九里亜蓮
広島,大道温貴
広島,森浦大輔
広島,大瀬良大地
広島,森翔平
広島,岡田明丈
広島,森下暢仁
広島,野村祐輔
広島,栗林良吏
広島,中﨑翔太
広島,中村奨成
広島,薮田和樹
広島,黒原拓未
広島,益田武尚
広島,會澤翼
広島,床田寛樹
広島,ケムナ誠
広島,一岡竜司
広島,坂倉将吾
広島,石原貴規
広島,菊池涼介
広島,高橋昂也
広島,三好匠
広島,塹江敦哉
広島,野間峻祥
広島,宇草孔基
広島,長谷部銀次
広島,磯村嘉孝
広島,矢崎拓也
広島,アンダーソン
広島,島内颯太郎
広島,林晃汰
広島,松本竜也
広島,河野佳
広島,斉藤優汰
広島,アドゥワ誠
広島,戸根千明
広島,中村健人
広島,小園海斗
広島,末包昇大
広島,小林樹斗
広島,韮澤雄也
広島,松山竜平
広島,久保修
広島,持丸泰輝
広島,藤井黎來
広島,大盛穂
広島,田村俊介
広島,矢野雅哉
広島,清水叶人
広島,内田湘大
広島,髙木翔斗
広島,玉村昇悟
広島,遠藤淳志
広島,中村祐太
広島,ターリー
広島,羽月隆太郎
広島,デビッドソン
広島,中村貴浩
広島,コルニエル
広島,二俣翔一
広島,行木俊
広島,名原典彦
広島,坂田怜
広島,木下元秀
広島,辻大雅
広島,新家颯
広島,前川誠太
広島,中村来生
ヤクルト,並木秀尊
ヤクルト,奥村展征
ヤクルト,山田哲人
ヤクルト,丸山和郁
ヤクルト,川端慎吾
ヤクルト,元山飛優
ヤクルト,長岡秀樹
ヤクルト,塩見泰隆
ヤクルト,荒木貴裕
ヤクルト,ケラ
ヤクルト,近藤弘樹
ヤクルト,石山泰稚
ヤクルト,オスナ
ヤクルト,高梨裕稔
ヤクルト,鈴木裕太
ヤクルト,山下輝
ヤクルト,沼田翔平
ヤクルト,原樹理
ヤクルト,清水昇
ヤクルト,奥川恭伸
ヤクルト,下慎之介
ヤクルト,石川雅規
ヤクルト,木澤尚文
ヤクルト,吉村貢司郎
ヤクルト,松井聖
ヤクルト,橋本星哉
ヤクルト,青木宣親
ヤクルト,星知弥
ヤクルト,岩田幸宏
ヤクルト,フェリペ
ヤクルト,サンタナ
ヤクルト,山野太一
ヤクルト,中村悠平
ヤクルト,吉田大喜
ヤクルト,小川泰弘
ヤクルト,西田明央
ヤクルト,山崎晃大朗
ヤクルト,松本直樹
ヤクルト,内山壮真
ヤクルト,田口麗斗
ヤクルト,杉山晃基
ヤクルト,西村瑠伊斗
ヤクルト,ロドリゲス
ヤクルト,梅野雄吾
ヤクルト,宮本丈
ヤクルト,市川悠太
ヤクルト,柴田大地
ヤクルト,澤井廉
ヤクルト,山本大貴
ヤクルト,大西広樹
ヤクルト,小澤怜史
ヤクルト,太田賢吾
ヤクルト,高橋奎二
ヤクルト,金久保優斗
ヤクルト,成田翔
ヤクルト,北村恵吾
ヤクルト,濱田太貴
ヤクルト,尾仲祐哉
ヤクルト,長谷川宙輝
ヤクルト,サイスニード
ヤクルト,村上宗隆
ヤクルト,坂本拓己
ヤクルト,古賀優大
ヤクルト,阪口皓亮
ヤクルト,小森航大郎
ヤクルト,武岡龍世
ヤクルト,久保拓眞
ヤクルト,竹山日向
ヤクルト,ピーターズ
ヤクルト,大下佑馬
ヤクルト,松本友
ヤクルト,三ツ俣大樹
ヤクルト,嘉手苅浩太
ヤクルト,丸山翔大
ヤクルト,今野龍太
ヤクルト,赤羽由紘
ヤクルト,エスピナル
オリックス,石岡諒太
オリックス,渡部遼人
オリックス,佐藤一磨
オリックス,福田周平
オリックス,若月健矢
オリックス,中田惟斗
オリックス,安達了一
オリックス,森友哉
オリックス,西野真弘
オリックス,宗佑磨
オリックス,ゴンザレス
オリックス,野口智哉
オリックス,大城滉二
オリックス,川瀬堅斗
オリックス,山﨑福也
オリックス,山下舜平大
オリックス,辻垣高良
オリックス,宮城大弥
オリックス,釣寿生
オリックス,平野佳寿
オリックス,曽谷龍平
オリックス,山本由伸
オリックス,山岡泰輔
オリックス,近藤大亮
オリックス,山中尭之
オリックス,園部佳太
オリックス,竹安大知
オリックス,村西良太
オリックス,シュウィンデル
オリックス,紅林弘太郎
オリックス,内藤鵬
オリックス,齋藤響介
オリックス,元謙太
オリックス,田嶋大樹
オリックス,廣岡大志
オリックス,西濱勇星
オリックス,太田椋
オリックス,才木海翔
オリックス,入山海斗
オリックス,福永奨
オリックス,杉澤龍
オリックス,村上喬一朗
オリックス,比嘉幹貴
オリックス,山足達也
オリックス,石川亮
オリックス,来田涼斗
オリックス,池田陵真
オリックス,セデーニョ
オリックス,佐野皓大
オリックス,コットン
オリックス,前佑囲斗
オリックス,頓宮裕真
オリックス,阿部翔太
オリックス,本田仁海
オリックス,日髙暖己
オリックス,ニックス
オリックス,渡邉大樹
オリックス,小田裕也
オリックス,横山楓
オリックス,宜保翔
オリックス,黒木優太
オリックス,Ｔ－岡田
オリックス,小木田敦也
オリックス,山田修義
オリックス,ワゲスパック
オリックス,小野泰己
オリックス,佐野如一
オリックス,茶野篤政
オリックス,中川拓真
オリックス,山﨑颯一郎
オリックス,大里昂生
オリックス,漆原大晟
オリックス,吉田凌
オリックス,中川圭太
オリックス,平野大和
オリックス,東晃平
オリックス,宇田川優希
オリックス,杉本裕太郎
オリックス,中川颯
オリックス,上野響平
オリックス,椋木蓮
オリックス,富山凌雅
ロッテ,池田来翔
ロッテ,荻野貴司
ロッテ,藤原恭大
ロッテ,松川虎生
ロッテ,角中勝也
ロッテ,藤岡裕大
ロッテ,安田尚憲
ロッテ,福田秀平
ロッテ,中村奨吾
ロッテ,友杉篤輝
ロッテ,佐々木千隼
ロッテ,石川歩
ロッテ,平沢大河
ロッテ,小島和哉
ロッテ,美馬学
ロッテ,種市篤暉
ロッテ,佐々木朗希
ロッテ,二木康太
ロッテ,唐川侑己
ロッテ,東條大樹
ロッテ,ポランコ
ロッテ,三木亮
ロッテ,東妻勇輔
ロッテ,岡大海
ロッテ,田村龍弘
ロッテ,菊地吏玖
ロッテ,西野勇士
ロッテ,廣畑敦也
ロッテ,菅野剛士
ロッテ,佐藤都志也
ロッテ,八木彬
ロッテ,高野脩汰
ロッテ,田中晴也
ロッテ,坂本光士郎
ロッテ,小野郁
ロッテ,髙部瑛斗
ロッテ,大下誠一郎
ロッテ,西村天裕
ロッテ,カスティーヨ
ロッテ,メルセデス
ロッテ,秋山正雲
ロッテ,井上晴哉
ロッテ,植田将太
ロッテ,岩下大輝
ロッテ,鈴木昭汰
ロッテ,中村稔弥
ロッテ,本前郁也
ロッテ,石川慎吾
ロッテ,山口航輝
ロッテ,益田直也
ロッテ,江村直也
ロッテ,澤村拓一
ロッテ,ペルドモ
ロッテ,中森俊介
ロッテ,小川龍成
ロッテ,河村説人
ロッテ,西川僚祐
ロッテ,横山陸人
ロッテ,山本大斗
ロッテ,森遼大朗
ロッテ,和田康士朗
ロッテ,佐藤奨真
ロッテ,土居豪人
ロッテ,澤田圭佑
ロッテ,茶谷健太
ロッテ,金田優太
ロッテ,ブロッソー
ロッテ,国吉佑樹
ロッテ,柿沼友哉
ロッテ,田中楓基
ロッテ,土肥星也
ロッテ,谷川唯人
ロッテ,速水将大
ロッテ,古谷拓郎
ロッテ,永島田輝斗
ロッテ,村山亮介
ロッテ,吉川悠斗
ロッテ,白濱快起
ロッテ,勝又琉偉
ロッテ,黒川凱星
ロッテ,フェリス
ロッテ,アポステル
ソフトバンク,川瀬晃
ソフトバンク,ガルビス
ソフトバンク,風間球打
ソフトバンク,スチュワート・ジュニア
ソフトバンク,近藤健介
ソフトバンク,アストゥディーヨ
ソフトバンク,今宮健太
ソフトバンク,中村晃
ソフトバンク,牧原大成
ソフトバンク,柳田悠岐
ソフトバンク,ホーキンス
ソフトバンク,津森宥紀
ソフトバンク,嶺井博希
ソフトバンク,三森大貴
ソフトバンク,又吉克樹
ソフトバンク,東浜巨
ソフトバンク,有原航平
ソフトバンク,武田翔太
ソフトバンク,甲斐拓也
ソフトバンク,甲斐野央
ソフトバンク,和田毅
ソフトバンク,牧原巧汰
ソフトバンク,周東佑京
ソフトバンク,栗原陵矢
ソフトバンク,デスパイネ
ソフトバンク,大津亮介
ソフトバンク,ガンケル
ソフトバンク,高橋礼
ソフトバンク,石川柊太
ソフトバンク,佐藤直樹
ソフトバンク,正木智也
ソフトバンク,柳町達
ソフトバンク,増田珠
ソフトバンク,椎野新
ソフトバンク,モイネロ
ソフトバンク,イヒネイツア
ソフトバンク,生海
ソフトバンク,森唯斗
ソフトバンク,尾形崇斗
ソフトバンク,杉山一樹
ソフトバンク,大関友久
ソフトバンク,井上朋也
ソフトバンク,笹川吉康
ソフトバンク,谷川原健太
ソフトバンク,川原田純平
ソフトバンク,髙橋純平
ソフトバンク,藤井皓哉
ソフトバンク,松本晴
ソフトバンク,板東湧梧
ソフトバンク,上林誠知
ソフトバンク,リチャード
ソフトバンク,泉圭輔
ソフトバンク,オスナ
ソフトバンク,野村大樹
ソフトバンク,田浦文丸
ソフトバンク,嘉弥真新也
ソフトバンク,木村大成
ソフトバンク,水谷瞬
ソフトバンク,大野稼頭央
ソフトバンク,ヘルナンデス
ソフトバンク,海野隆司
ソフトバンク,古川侑利
ソフトバンク,吉田賢吾
ソフトバンク,九鬼隆平
ソフトバンク,松本裕樹
ソフトバンク,笠谷俊介
ソフトバンク,木村光
ソフトバンク,田上奏大
ソフトバンク,渡邉陸
ソフトバンク,野村勇
ソフトバンク,佐藤宏樹
ソフトバンク,石塚綜一郎
ソフトバンク,藤野恵音
ソフトバンク,中道佑哉
ソフトバンク,桑原秀侍
ソフトバンク,早真之介
ソフトバンク,奥村政稔
ソフトバンク,緒方理貢
ソフトバンク,伊藤大将
ソフトバンク,居谷匠真
ソフトバンク,勝連大稀
ソフトバンク,舟越秀虎
ソフトバンク,川村友斗
ソフトバンク,岡本直也
ソフトバンク,大城真乃
ソフトバンク,アルメンタ
ソフトバンク,大竹風雅
ソフトバンク,中村亮太
ソフトバンク,重田倫明
ソフトバンク,井﨑燦志郎
ソフトバンク,三浦瑞樹
ソフトバンク,フェリックス
ソフトバンク,中村宜聖
ソフトバンク,村上舜
ソフトバンク,シモン
ソフトバンク,田中怜利ハモンド
ソフトバンク,ヘラルディーノ
ソフトバンク,加藤洸稀
ソフトバンク,山崎琢磨
ソフトバンク,佐久間拓斗
ソフトバンク,山本恵大
ソフトバンク,加藤晴空
ソフトバンク,瀧本将生
ソフトバンク,三代祥貴
ソフトバンク,佐藤琢磨
ソフトバンク,仲田慶介
ソフトバンク,ロドリゲス
ソフトバンク,小林珠維
ソフトバンク,赤羽蓮
ソフトバンク,山下恭吾
ソフトバンク,内野海斗
ソフトバンク,岡植純平
ソフトバンク,佐々木明都
ソフトバンク,水口創太
ソフトバンク,宮﨑颯
ソフトバンク,重松凱人
ソフトバンク,前田純
ソフトバンク,佐藤航太
ソフトバンク,飛田悠成
ソフトバンク,西尾歩真
ソフトバンク,盛島稜大
ソフトバンク,渡邊佑樹
ソフトバンク,オスーナ
楽天,小深田大翔
楽天,佐藤智輝
楽天,松井裕樹
楽天,太田光
楽天,浅村栄斗
楽天,阿部寿樹
楽天,引地秀一郎
楽天,茂木栄五郎
楽天,西川遥輝
楽天,鈴木大地
楽天,福森耀真
楽天,辰己涼介
楽天,吉野創士
楽天,岸孝之
楽天,バニュエロス
楽天,則本昂大
楽天,王彦程
楽天,塩見貴洋
楽天,田中将大
楽天,荘司康誠
楽天,安樂智大
楽天,早川隆久
楽天,水上桂
楽天,小孫竜二
楽天,フランコ
楽天,黒川史陽
楽天,田中和基
楽天,炭谷銀仁朗
楽天,岡島豪郎
楽天,酒居知史
楽天,高田孝一
楽天,平良竜哉
楽天,渡辺翔太
楽天,銀次
楽天,山﨑剛
楽天,島内宏明
楽天,前田銀治
楽天,弓削隼人
楽天,伊藤裕季也
楽天,内間拓馬
楽天,伊藤茉央
楽天,ギッテンス
楽天,宋家豪
楽天,田中貴也
楽天,松井友飛
楽天,藤平尚真
楽天,藤井聖
楽天,渡邊佳明
楽天,西垣雅矢
楽天,武藤敦貴
楽天,小郷裕哉
楽天,津留﨑大成
楽天,髙田萌生
楽天,和田恋
楽天,安田悠馬
楽天,鈴木翔天
楽天,瀧中瞭太
楽天,辛島航
楽天,泰勝利
楽天,石橋良太
楽天,横尾俊建
楽天,西口直人
楽天,入江大樹
楽天,林優樹
楽天,堀内謙伍
楽天,村林一輝
楽天,正隨優弥
楽天,小峯新陸
楽天,内星龍
楽天,石原彪
楽天,吉川雄大
楽天,宮森智志
楽天,辰見鴻之介
楽天,古賀康誠
楽天,永田颯太郎
楽天,清宮虎多朗
楽天,江川侑斗
楽天,ウレーニャ
楽天,澤野聖悠
楽天,柳澤大空
楽天,大河原翔
楽天,竹下瑛広
西武,児玉亮涼
西武,栗山巧
西武,岡田雅利
西武,山川穂高
西武,山野辺翔
西武,外崎修汰
西武,源田壮亮
西武,金子侑司
西武,渡部健人
西武,蛭間拓哉
西武,ペイトン
西武,渡邉勇太朗
西武,髙橋光成
西武,増田達至
西武,宮川哲
西武,隅田知一郎
西武,松本航
西武,佐藤隼輔
西武,浜屋将太
西武,古賀悠斗
西武,公文克彦
西武,平井克典
西武,佐々木健
西武,森脇亮介
西武,青山美夏人
西武,マキノン
西武,平沼翔太
西武,山村崇嘉
西武,古川雄大
西武,髙松渡
西武,若林楽人
西武,山田陽翔
西武,柘植世那
西武,野田海人
西武,呉念庭
西武,田村伊知郎
西武,井上広輝
西武,ボー・タカハシ
西武,羽田慎之介
西武,與座海人
西武,本田圭佑
西武,鈴木将平
西武,張奕
西武,今井達也
西武,ブランドン
西武,中山誠吾
西武,西川愛也
西武,陽川尚将
西武,愛斗
西武,ティノコ
西武,川野涼多
西武,黒田将矢
西武,佐藤龍世
西武,大曲錬
西武,中村剛也
西武,平良海馬
西武,滝澤夏央
西武,長谷川信哉
西武,中熊大智
西武,古市尊
西武,仲三河優太
西武,赤上優人
西武,岸潤一郎
西武,水上由伸
西武,豆田泰志
西武,高木渉
西武,エンス
西武,齊藤誠人
西武,クリスキー
西武,齊藤大将
西武,粟津凱士
西武,伊藤翔
西武,上間永遠
西武,コドラド
西武,ヘレラ
西武,牧野翔矢
西武,野村和輝
西武,モンテル
西武,出井敏博
西武,三浦大輝
西武,是澤涼輔
西武,ジョセフ
西武,菅井信也
日本ハム,マルティネス
日本ハム,加藤豪将
日本ハム,上川畑大悟
日本ハム,野村佑希
日本ハム,アルカンタラ
日本ハム,松本剛
日本ハム,淺間大基
日本ハム,中島卓也
日本ハム,清水優心
日本ハム,矢澤宏太
日本ハム,生田目翼
日本ハム,加藤貴之
日本ハム,上沢直之
日本ハム,達孝太
日本ハム,伊藤大海
日本ハム,吉田輝星
日本ハム,玉井大翔
日本ハム,上原健太
日本ハム,清宮幸太郎
日本ハム,杉浦稔大
日本ハム,伏見寅威
日本ハム,金村尚真
日本ハム,宮西尚生
日本ハム,田中正義
日本ハム,古川裕大
日本ハム,河野竜生
日本ハム,井口和朋
日本ハム,郡司裕也
日本ハム,マーベル
日本ハム,谷内亮太
日本ハム,立野和明
日本ハム,堀瑞輝
日本ハム,福田光輝
日本ハム,木村文紀
日本ハム,江越大賀
日本ハム,石井一成
日本ハム,有薗直輝
日本ハム,福田俊
日本ハム,ロドリゲス
日本ハム,ガント
日本ハム,水野達稀
日本ハム,阪口樂
日本ハム,ポンセ
日本ハム,畔柳亨丞
日本ハム,鈴木健矢
日本ハム,齋藤友貴哉
日本ハム,山田遥楓
日本ハム,五十幡亮汰
日本ハム,石川直也
日本ハム,池田隆英
日本ハム,長谷川威展
日本ハム,安西叶翔
日本ハム,松浦慶斗
日本ハム,細川凌平
日本ハム,北山亘基
日本ハム,奈良間大己
日本ハム,根本悠楓
日本ハム,郡拓也
日本ハム,今川優馬
日本ハム,宮内春輝
日本ハム,北浦竜次
日本ハム,田宮裕涼
日本ハム,梅林優貴
日本ハム,万波中正
日本ハム,山本拓実
日本ハム,松岡洸希
日本ハム,メネズ
日本ハム,田中瑛斗
日本ハム,ハンソン
日本ハム,王柏融
日本ハム,松本遼大
日本ハム,齊藤伸治
日本ハム,福島蓮
日本ハム,柳川大晟
日本ハム,阿部和広
日本ハム,藤田大清
日本ハム,中山晶量
日本ハム,山口アタル
日本ハム,山本晃大
日本ハム,柿木蓮
日本ハム,姫野優也
